Booker T. Washington,"Booker Taliaferro Washington (April 5, 1856 – November 14, 1915) was an American educator, author, orator, and adviser to several presidents of the United States. Between 1890 and 1915, Washington was the dominant leader in the African American community and of the contemporary black elite. Washington was from the last generation of black American leaders born into slavery and became the leading voice of the former slaves and their descendants. They were newly oppressed in the South by disenfranchisement and the Jim Crow discriminatory laws enacted in the post-Reconstruction Southern states in the late 19th and early 20th centuries.",
Gospel of Wealth,"""""""Wealth"""", more commonly known as """"The Gospel of Wealth"""", is an article written by Andrew Carnegie in June of 1889 that describes the responsibility of philanthropy by the new upper class of self-made rich. The article was published in the North American Review, an opinion magazine for America's establishment. It was later published as """"The Gospel of Wealth"""" in the Pall Mall Gazette.""",
yellow journalism,"Yellow journalism and yellow press are American terms for journalism and associated newspapers that present little or no legitimate, well-researched news while instead using eye-catching headlines for increased sales.  Techniques may include exaggerations of news events, scandal-mongering, or sensationalism. By extension, the term yellow journalism is used today as a pejorative to decry any journalism that treats news in an unprofessional or unethical fashion.In English, the term is chiefly used in the U.S. In the UK, a roughly equivalent term is tabloid journalism, meaning journalism characteristic of tabloid newspapers, even if found elsewhere. Other languages, e.g. Russian (Жёлтая пресса), sometimes have terms derived from the American term. A common source of such writing is called checkbook journalism, which is the controversial practice of news reporters paying sources for their information without verifying its truth or accuracy. In some countries it is considered unethical by mainstream media outlets. In contrast, tabloid newspapers and tabloid television shows, which rely more on sensationalism, regularly engage in the practice.",
spheres of influence,"In the field of international relations, a sphere of influence (SOI) is a spatial region or concept division over which a state or organization has a level of cultural, economic, military, or political exclusivity.While there may be a formal alliance or other treaty obligations between the influenced and influencer, such formal arrangements are not necessary and the influence can often be more of an example of soft power. Similarly, a formal alliance does not necessarily mean that one country lies within another's sphere of influence. High levels of exclusivity have historically been associated with higher levels of conflict.",
Big Stick Policy,"""Big stick ideology, big stick diplomacy, or big stick policy refers to President Theodore Roosevelt’s foreign policy: """"speak softly and carry a big stick;  you will go far."""" Roosevelt described his style of foreign policy as """"the exercise of intelligent forethought and of decisive action sufficiently far in advance of any likely crisis.""""  As practiced by Roosevelt, big stick diplomacy had five components. First it was essential to possess serious military capability that would force the adversary to pay close attention.  At the time that meant a world-class navy. Roosevelt never had a large army at his disposal. The other qualities were to act justly toward other nations, never to bluff, to strike only when prepared to strike hard, and the willingness to allow the adversary to save face in defeat.The idea is negotiating peacefully but also having strength in case things go wrong. Simultaneously threatening with the """"big stick"""", or the military, ties in heavily with the idea of Realpolitik, which implies a pursuit of political power that resembles Machiavellian ideals. It is comparable to gunboat diplomacy, as used in international politics by the  powers.""",
Lochner v. New York,"""Lochner v. New York, 198 U.S. 45 (1905), was a landmark decision of the US Supreme Court which held that limits to working time violated the Fourteenth Amendment. The decision has been effectively overturned.A New York State law limited bakery employees' working hours to 10 hours per day and 60 hours per week. A five-judge majority held that the law violated the due process clause, stating that the law constituted an """"unreasonable, unnecessary and arbitrary interference with the right and liberty of the individual to contract"""". Four dissenting judges rejected that view, and the dissent of Oliver Wendell Holmes, Jr., in particular, became one of the most famous opinions in US legal history.Lochner is one of the most controversial decisions in the Supreme Court's history and gave the name to what is known as the Lochner era. During that time, the Supreme Court issued several decisions invalidating federal and state statutes that sought to regulate working conditions during the Progressive Era and the Great Depression. The period ended with West Coast Hotel Co. v. Parrish (1937) in which the Supreme Court upheld the constitutionality of minimum wage legislation enacted by Washington State.""",
muckrakers,"""The muckrakers were reform-minded journalists in the Progressive Era in the United States (1890s–1920s) who exposed established institutions and leaders as corrupt. They typically had large audiences in popular magazines. The modern term generally references investigative journalism or watchdog journalism; investigative journalists in the US are often informally called """"muckrakers"""".""",
Stamp Act Congress,"The Stamp Act Congress (October 7 – 25, 1765), also known as the Continental Congress of 1765, was a meeting held in New York, New York, consisting of representatives from some of the British colonies in North America. It was the first gathering of elected representatives from several of the American colonies to devise a unified protest against new British taxation. Parliament had passed the Stamp Act, which required the use of specialty stamped paper for legal documents, playing cards, calendars, newspapers, and dice for virtually all business in the colonies starting on November 1, 1765.",
Sons of Liberty,"""The Sons of Liberty was a term broadly applied to loosely organized revolutionary bands in the Thirteen American Colonies to advance the rights of the European colonists and to fight taxation by the British government. It played a major role in most colonies in battling the Stamp Act in 1765.  The group disbanded after the Stamp Act was repealed. However, the name was applied to other local separatist groups during the years preceding the American Revolution.In popular thought, the Sons of Liberty was a formal underground organization with recognized members and leaders. More likely, the name was an underground term for any men resisting new Crown taxes and laws.  The well-known label allowed organizers to make or create anonymous summons to a Liberty Tree, """"Liberty Pole"""", or other public meeting-place.  Furthermore, a unifying name helped to promote inter-Colonial efforts against Parliament and the Crown's actions. Their motto became """"No taxation without representation.""""""",
Pontiac’s Rebellion,"Pontiac's War (also known as Pontiac's Conspiracy or Pontiac's Rebellion) was launched in 1763 by a loose confederation of American Indians dissatisfied with British rule in the Great Lakes region following the French and Indian War (1754–1763). Warriors from numerous tribes joined in an effort to drive British soldiers and settlers out of the region. The war is named after Odawa leader Pontiac, the most prominent of many Indian leaders in the conflict.",
supply-side economics,"Supply-side economics is a macroeconomic theory that postulates economic growth can be most effectively fostered by lowering taxes, decreasing regulation, and allowing free trade. According to supply-side economics, consumers will benefit from greater supplies of goods and services at lower prices, and employment will increase. Demand-side economics opposes this theory.",
Iran-Contra,"The Iran–Contra affair (Persian: ماجرای ایران-کنترا‎, Spanish: Caso Irán–Contra), popularized in Iran as the McFarlane affair, the Iran–Contra scandal, or simply Iran–Contra, was a political scandal in the United States that occurred during the second term of the Reagan Administration. Senior administration officials secretly facilitated the sale of arms to the Khomeini government of the Islamic Republic of Iran, which was the subject of an arms embargo. The administration hoped to use the proceeds of the arms sale to fund the Contras in Nicaragua. Under the Boland Amendment, further funding of the Contras by the government had been prohibited by Congress.",
Geraldine Ferraro,"Geraldine Anne Ferraro (August 26, 1935 – March 26, 2011) was an American politician, diplomat, and attorney. She served in the United States House of Representatives from 1979 to 1985, and was the Democratic Party's vice presidential nominee in 1984, running alongside former vice president Walter Mondale; this made her the first female vice-presidential nominee representing a major American political party. She was also a journalist, author, and businesswoman.",
Oliver North,"Oliver Laurence North (born October 7, 1943) is an American political commentator, television host, military historian, author, and retired United States Marine Corps lieutenant colonel.",
Tea Act,"The Tea Act 1773 (13 Geo 3 c 44) was an Act of the Parliament of Great Britain. The principal objective was to reduce the massive amount of tea held by the financially troubled British East India Company in its London warehouses and to help the struggling company survive. A related objective was to undercut the price of illegal tea, smuggled into Britain's North American colonies. This was supposed to convince the colonists to purchase Company tea on which the Townshend duties were paid, thus implicitly agreeing to accept Parliament's right of taxation. Smuggled tea was a large issue for Britain and the East India company, since approximately 86% of all the tea in America at the time was smuggled Dutch tea.",
Boston Massacre,"The Boston Massacre was a confrontation on March 5, 1770, in which British soldiers shot and killed several people while being harassed by a mob in Boston.  The event was heavily publicized by leading Patriots such as Paul Revere and Samuel Adams. British troops had been stationed in the Province of Massachusetts Bay since 1768 in order to support crown-appointed officials and to enforce unpopular Parliamentary legislation.",
Gaspee Affair,"The Gaspee Affair  was a significant event in the lead-up to the American Revolution. HMS Gaspee was a British customs schooner that had been enforcing the Navigation Acts in and around Newport, Rhode Island in 1772. It ran aground in shallow water while chasing the packet ship Hannah on June 9 near Gaspee Point in Warwick, Rhode Island. A group of men led by Abraham Whipple and John Brown attacked, boarded, and torched the ship.The event increased tensions between the American colonists and British officials, following the Boston Massacre in 1770. British officials in Rhode Island wanted to increase their control over trade—legitimate trade as well as smuggling—in order to increase their revenue from the small colony. But Rhode Islanders increasingly protested the Stamp Act, the Townshend Acts, and other British impositions that had clashed with the colony's history of rum manufacturing, maritime trade, and slave trading.",
Credit Mobilier Scandal,"The Crédit Mobilier scandal, which came to public attention in 1872, was a two-part fraud conducted from 1864 to 1867 by the Union Pacific Railroad and the Crédit Mobilier of America construction company in the building of the eastern portion of the First Transcontinental Railroad. The story was broken by The New York Sun during the 1872 campaign of Ulysses S. Grant.First, a fraudulent company, Crédit Mobilier of America, was created by Union Pacific executives to greatly inflate construction costs. Though the railroad cost only $50 million to build, Crédit Mobilier billed $94 million and Union Pacific executives pocketed the excess $44 million. Then, part of the excess cash and $9 million in discounted stock was used to bribe several Washington politicians for laws, funding, and regulatory rulings favorable to the Union Pacific.The scandal negatively affected the careers of many politicians and nearly bankrupted Union Pacific. The scandal caused widespread public distrust of Congress and the federal government during the Gilded Age.",
Horatio Alger,"""Horatio Alger Jr. (; January 13, 1832 – July 18, 1899) was an American writer of young adult novels about impoverished boys and their rise from humble backgrounds to lives of middle-class security and comfort through good works. His writings were characterized by the """"rags-to-riches"""" narrative, which had a formative effect on the United States during the Gilded Age.""",
Theodore Roosevelt,"Theodore  Roosevelt Jr. ( ROH-zə-velt; October 27, 1858 – January 6, 1919), often referred to as Teddy or his initials T. R., was an American statesman, conservationist, naturalist, historian, and writer, who served as the 26th president of the United States from 1901 to 1909. He previously served as 33rd governor of New York from 1899 to 1900 and the 25th vice president of the United States from March to September 1901. Roosevelt emerged as a leader of the Republican Party and became a driving force for anti-trust and Progressive policies. ",
Emilio Aguinaldo,"Emilio Aguinaldo y Famy  (Spanish pronunciation: [eˈmi.ljo a.ɣiˈnal.do]: March 22, 1869 – February 6, 1964) was a Filipino revolutionary, politician, and military leader who is officially recognized as the first and the youngest President of the Philippines (1899–1901) and the first president of a constitutional republic in Asia. He led Philippine forces first against Spain in the latter part of the Philippine Revolution (1896–1898), then in the Spanish–American War (1898), and finally against the United States during the Philippine–American War (1899–1901).",
Pure Food and Drug Act,"The Pure Food and Drug Act of 1906 was the first of a series of significant consumer protection laws which was enacted by Congress in the 20th century and led to the creation of the Food and Drug Administration. Its main purpose was to ban foreign and interstate traffic in adulterated or mislabeled food and drug products, and it directed the U.S. Bureau of Chemistry to inspect products and refer offenders to prosecutors. It required that active ingredients be placed on the label of a drug's packaging and that drugs could not fall below purity levels established by the United States Pharmacopeia or the National Formulary.  ",
Trade and Navigation Acts,"The Navigation Acts, or more broadly the Acts of Trade and Navigation, was a long series of English laws that developed, promoted, and regulated English ships, shipping, trade, and commerce between other countries and with its own colonies. The laws also regulated England's fisheries and restricted foreigners' participation in its colonial trade. While based on earlier precedents, they were first enacted in 1651 under the Commonwealth. The system was reenacted and broadened with the restoration by the Act of 1660, and further developed and tightened by the Navigation Acts of 1663, 1673, and 1696. Upon this basis during the 18th century, the Acts were modified by subsequent amendments, changes, and the addition of enforcement mechanisms and staff. Additionally, a major change in the very purpose of the Acts in the 1760s – that of generating a colonial revenue, rather than only regulating the Empire's trade – would help lead to major rebellions, and significant changes in the implementation of the Acts themselves. The Acts generally prohibited the use of foreign ships, required the employment of English and colonial mariners for 75% of the crews, including East India Company ships. The Acts prohibited colonies from exporting specific, enumerated, products to countries and colonies other than those British, and mandated that imports be sourced only through Britain. Overall, the Acts formed the basis for English (and later) British overseas trade for nearly 200 years, but with the development and gradual acceptance of free trade, the Acts were eventually repealed in 1849. The laws reflected the European economic theory of mercantilism which sought to keep all the benefits of trade inside their respective Empires, and to minimize the loss of gold and silver, or profits, to foreigners through purchases and trade. The system would develop with the colonies supplying raw materials for British industry, and in exchange for this guaranteed market, the colonies would purchase manufactured goods from or through Britain.",
Bacon’s Rebellion,"Bacon's Rebellion was an armed rebellion held by Virginia settlers that took place in 1675 through 1676. It was led by Nathaniel Bacon against Colonial Governor William Berkeley. It was the first rebellion in the North American colonies in which discontented frontiersmen took part (a somewhat similar uprising in Maryland involving John Coode and Josias Fendall took place shortly afterward). The alliance between European indentured servants and Africans (a mix of indentured, enslaved, and free blacks) disturbed the colonial upper class. They responded by hardening the racial caste of slavery in an attempt to divide the two races from subsequent united uprisings with the passage of the Virginia Slave Codes of 1705. While the farmers did not succeed in their initial goal of driving the Native Americans from Virginia, the rebellion resulted in Berkeley being recalled to England.",
King Philip’s War,"King Philip's War (sometimes called the First Indian War, Metacom's War, Metacomet's War, Pometacomet's Rebellion, or Metacom's Rebellion) was an armed conflict in 1675–1678 between indigenous inhabitants of New England and New England colonists and their indigenous allies. The war is named for Metacom, the Wampanoag chief who adopted the name Philip because of the friendly relations between his father Massasoit and the Mayflower Pilgrims. The war continued in the most northern reaches of New England until the signing of the Treaty of Casco Bay in April 1678.Massasoit had maintained a long-standing alliance with the colonists. Metacom (c. 1638–1676) was his younger son, and he became tribal chief in 1662 after Massasoit's death. Metacom, however, forsook his father's alliance between the Wampanoags and the colonists after repeated violations by the colonists. The colonists insisted that the peace agreement in 1671 should include the surrender of Native guns; then three Wampanoags were hanged in Plymouth Colony in 1675 for the murder of another Wampanoag, which increased the tensions. Native raiding parties attacked homesteads and villages throughout Massachusetts, Rhode Island, Connecticut, and Maine over the next six months, and the Colonial militia retaliated. The Narragansetts remained neutral, but several individual Narragansetts participated in raids of colonial strongholds and militia, so colonial leaders deemed them to be in violation of peace treaties. The colonies assembled the largest army that New England had yet mustered, consisting of 1,000 militia and 150 Native allies, and Governor Josiah Winslow marshaled them to attack the Narragansetts in November 1675. They attacked and burned Native villages throughout Rhode Island territory, culminating with the attack on the Narragansetts' main fort in the Great Swamp Fight. An estimated 600 Narragansetts were killed, and the Native coalition was then taken over by Narragansett sachem Canonchet. They pushed back the colonial frontier in Massachusetts Bay, Plymouth, and Rhode Island colonies, burning towns as they went, including Providence in March 1676. However, the colonial militia overwhelmed the Native coalition and, by the end of the war, the Wampanoags and their Narragansett allies were almost completely destroyed. On August 12, 1676, Metacom fled to Mount Hope where he was killed by the militia.",
Trail of Tears,"The Trail of Tears was part of a series of forced displacements of approximately 60,000 Native Americans between 1830 and 1850 by the United States government known as the Indian removal.  Members of the Cherokee, Muscogee (Creek), Seminole, Chickasaw, and Choctaw nations (including thousands of their black slaves) were forcibly removed from their ancestral homelands in the Southeastern United States to areas to the west of the Mississippi River that had been designated 'Indian Territory'.  The forced relocations were carried out by government authorities after the passage of the Indian Removal Act in 1830.  The Cherokee removal in 1838 (the last forced removal east of the Mississippi) was brought on by the discovery of gold near Dahlonega, Georgia in 1828, resulting in the Georgia Gold Rush.The relocated peoples suffered from exposure, disease, and starvation while en route to their newly designated reserve.  Thousands died before reaching their destinations or shortly after from disease.",
Dorothea Dix,"Dorothea Lynde Dix (April 4, 1802 – July 17, 1887) was an American advocate on behalf of the indigent mentally ill who, through a vigorous and sustained program of lobbying state legislatures and the United States Congress, created the first generation of American mental asylums.  During the Civil War, she served as a Superintendent of Army Nurses.",
Treaty of Ghent,"The Treaty of Ghent (8 Stat. 218) was the peace treaty that ended the War of 1812 between the United States and the United Kingdom. It took effect in February 1815. Both sides signed it on December 24, 1814, in the city of Ghent, United Netherlands (now in Belgium). The treaty restored relations between the two parties to status quo ante bellum by restoring the prewar borders of June 1812.The treaty was approved by the British Parliament and signed into law by the Prince Regent (the future King George IV) on December 30, 1814. It took a month for news of the treaty to reach the United States during which American forces under Andrew Jackson won the Battle of New Orleans on January 8, 1815, and the British won the last engagement of the war, the Battle of Fort Bowyer, on February 12, 1815. The treaty did not take effect until the US Senate advised and consented to ratification, which occurred unanimously on February 16, 1815. US President James Madison ratified the treaty, and ratification was exchanged on February 17, 1815.The treaty began more than two centuries of mostly-peaceful relations between the United States and the United Kingdom despite a few tense moments, such as the Trent Affair in 1861 and the Fenian raids in 1866-1871.",
Hartford Convention,"The Hartford Convention was a series of meetings from December 15, 1814 to January 5, 1815, in Hartford, Connecticut, United States, in which the New England Federalist Party met to discuss their grievances concerning the ongoing War of 1812 and the political problems arising from the federal government's increasing power.",
Adams-Onis Treaty,"The Adams–Onís Treaty (Spanish: Tratado de Adams-Onís) of 1819, also known as the Transcontinental Treaty, the Florida Purchase Treaty, or the Florida Treaty, was a treaty between the United States and Spain in 1819 that ceded Florida to the U.S. and defined the boundary between the U.S. and New Spain. It settled a standing border dispute between the two countries and was considered a triumph of American diplomacy. It came in the midst of increasing tensions related to Spain's territorial boundaries in North America against the United States and the United Kingdom in the aftermath of the American Revolution; it also came during the Latin American wars of independence.",
War Hawks,"A war hawk, or simply hawk, is ",
Treaty of Versailles,"The Treaty of Versailles (French: Traité de Versailles; German: Versailler Vertrag, pronounced [vɛʁˈzaɪ̯ɐ fɛɐ̯ˈtʁaːk] (listen)) was the most important of the peace treaties that brought World War I to an end. The Treaty ended the state of war between Germany and the Allied Powers. It was signed on 28 June 1919 in the Palace of Versailles, exactly five years after the assassination of Archduke Franz Ferdinand, which had directly led to the war. The other Central Powers on the German side signed separate treaties.",
Federal Trade Commission,The Federal Trade Commission (FTC) is an independent agency of the United States government whose principal mission is the enforcement of civil (non-criminal) U.S. antitrust law and the promotion of consumer protection. ,
irreconcilables,"The Irreconcilables were bitter opponents of the Treaty of Versailles in the United States in 1919. Specifically, the term refers to about 12 to 18 United States Senators, both Republicans and Democrats, who fought intensely to defeat the ratification of the treaty by the Senate in 1919. They succeeded, and the United States never ratified the Treaty of Versailles and never joined the League of Nations.",
Zimmerman Note,"The Zimmermann Telegram (or Zimmermann Note or Zimmerman Cable) was a secret diplomatic communication issued from the German Foreign Office in January 1917 that proposed a military alliance between Germany and Mexico if the United States entered World War I against Germany. Mexico would recover Texas, Arizona, and New Mexico. The telegram was intercepted and decoded by British intelligence.",
Underwood-Simmons Tariff,"The Revenue Act of 1913, also known as the Underwood Tariff or the Underwood-Simmons Act (ch. 16, 38 Stat. 114), re-established a federal income tax in the United States and substantially lowered tariff rates. The act was sponsored by Representative Oscar Underwood, passed by the 63rd United States Congress, and signed into law by President Woodrow Wilson.",
Bull Moose Party,"""The Progressive Party (often referred to as the """"Bull Moose Party"""") was a third party in the United States formed in 1912 by former president Theodore Roosevelt after he lost the presidential nomination of the Republican Party to his former protégé and conservative rival, incumbent president William Howard Taft. The new party was known for taking advanced positions on progressive and populist reforms and attracting leading national reformers. After the party's defeat in the 1912 presidential election, it went into rapid decline in elections until 1918, disappearing by 1920. The Progressive Party was popularly nicknamed the """"Bull Moose Party"""" when Roosevelt boasted that he felt """"strong as a bull moose"""" after losing the Republican nomination in June 1912 at the Chicago convention.As a member of the Republican Party, Roosevelt had served as president from 1901 to 1909, becoming increasingly progressive in the later years of his presidency. In the 1908 presidential election, Roosevelt helped ensure that he would be succeeded by Secretary of War Taft. Although Taft entered office determined to advance Roosevelt's Square Deal domestic agenda, he stumbled badly during the Payne–Aldrich Tariff Act debate and the Pinchot–Ballinger controversy. The political fallout of these events divided the Republican Party and alienated Roosevelt from his former friend. Progressive Republican leader Robert M. La Follette had already announced a challenge to Taft for the 1912 Republican nomination, but many of his supporters shifted to Roosevelt after the former president decided to seek a third presidential term, which was permissible under the Constitution prior to the ratification of the Twenty-second Amendment. At the 1912 Republican National Convention, Taft narrowly defeated Roosevelt for the party's presidential nomination. After the convention, Roosevelt, Frank Munsey, George Walbridge Perkins and other progressive Republicans established the Progressive Party and nominated a ticket of Roosevelt and Hiram Johnson of California at the 1912 Progressive National Convention. The new party attracted several Republican officeholders, although nearly all of them remained loyal to the Republican Party—in California, Johnson and the Progressives took control of the Republican Party.""",
Federal Reserve Act,"The Federal Reserve Act was passed by the 63rd United States Congress and signed into law by President Woodrow Wilson on December 23, 1913. The law created the Federal Reserve System, the central banking system of the United States.",
Volstead Act,"The National Prohibition Act, known informally as the Volstead Act, was enacted to carry out the intent of the 18th Amendment (ratified January 1919), which established prohibition in the United States. The Anti-Saloon League's Wayne Wheeler conceived and drafted the bill, which was named after Andrew Volstead, Chairman of the House Judiciary Committee, who managed the legislation.",
Woodrow Wilson,"Thomas Woodrow Wilson (December 28, 1856 – February 3, 1924) was an American politician and academic who served as the 28th president of the United States from 1913 to 1921. A leader of the Democratic Party, Wilson served as the president of Princeton University and as the governor of New Jersey before winning the 1912 presidential election. As President, Wilson changed the nation's economic policies and led the United States into World War I in 1917. He was the leading architect of the League of Nations, and his progressive stance on foreign policy came to be known as Wilsonianism. ",
Fourteen Points,"The Fourteen Points was a statement of principles for peace that was to be used for peace negotiations in order to end World War I. The principles were outlined in a January 8, 1918, speech on war aims and peace terms to the United States Congress by President Woodrow Wilson. However, his main Allied colleagues (Georges Clemenceau of France, David Lloyd George of the United Kingdom, and Vittorio Orlando of Italy) were skeptical of the applicability of Wilsonian idealism.The United States had joined the Triple Entente in fighting the Central Powers on April 6, 1917. Its entry into the war had in part been due to Germany's resumption of submarine warfare against merchant ships trading with France and Britain and also the interception of the Zimmermann Telegram. However, Wilson wanted to avoid the United States' involvement in the long-standing European tensions between the great powers; if America was going to fight, he wanted to try to separate that participation in the war from nationalistic disputes or ambitions. The need for moral aims was made more important, when after the fall of the Russian government, the Bolsheviks disclosed secret treaties made between the Allies. Wilson's speech also responded to Vladimir Lenin's Decree on Peace of November 1917, immediately after the October Revolution in 1917.The speech made by Wilson took many domestic progressive ideas and translated them into foreign policy (free trade, open agreements, democracy and self-determination). Three days earlier United Kingdom Prime Minister Lloyd George had made a speech setting out the UK's war aims which bore some similarity to Wilson's speech but which proposed reparations be paid by the Central Powers and which was more vague in its promises to the non-Turkish subjects of the Ottoman Empire. The Fourteen Points in the speech were based on the research of the Inquiry, a team of about 150 advisers led by foreign-policy adviser Edward M. House, into the topics likely to arise in the anticipated peace conference.",
Voting Rights Act,"""The Voting Rights Act of 1965 is a landmark piece of federal legislation in the United States that prohibits racial discrimination in voting. It was signed into law by President Lyndon B. Johnson during the height of the civil rights movement on August 6, 1965, and Congress later amended the Act five times to expand its protections. Designed to enforce the voting rights guaranteed by the Fourteenth and Fifteenth Amendments to the United States Constitution, the Act sought to secure the right to vote for racial minorities throughout the country, especially in the South. According to the U.S. Department of Justice, the Act is considered to be the most effective piece of federal civil rights legislation ever enacted in the country. It is also """"one of the most far-reaching pieces of civil rights legislation in U.S. history.""""The act contains numerous provisions that regulate elections. The act's """"general provisions"""" provide nationwide protections for voting rights. Section 2 is a general provision that prohibits every state and local government from imposing any voting law that results in discrimination against racial or language minorities. Other general provisions specifically outlaw literacy tests and similar devices that were historically used to disenfranchise racial minorities. The act also contains """"special provisions"""" that apply to only certain jurisdictions. A core special provision is the Section 5 preclearance requirement, which prohibits certain jurisdictions from implementing any change affecting voting without receiving preapproval from the U.S. attorney general or the U.S. District Court for D.C. that the change does not discriminate against protected minorities. Another special provision requires jurisdictions containing significant language minority populations to provide bilingual ballots and other election materials.""",
Barry Goldwater,"""Barry Morris Goldwater (January 2, 1909 – May 29, 1998) was an American politician, statesman, businessman, United States Air Force officer, and author who was a five-term Senator from Arizona (1953–1965, 1969–1987) and the Republican Party nominee for president of the United States in 1964. Goldwater is the politician most often credited with having sparked the resurgence of the American conservative political movement in the 1960s. Despite his loss of the 1964 presidential election in a landslide, many political pundits and historians believe he laid the foundation for the conservative revolution to follow, as the grassroots organization and conservative takeover of the Republican party began a long-term realignment in American politics helped to bring about the """"Reagan Revolution"""" of the 1980s. He also had a substantial impact on the libertarian movement.Goldwater was born in Phoenix in what was then the Arizona Territory, where he helped manage his family's department store. Upon the U.S.'s entry into World War II, Goldwater received a reserve commission in the United States Army Air Force. He trained as a pilot and was assigned to the Ferry Command, a newly formed unit that flew aircraft and supplies to war zones worldwide. After the war, Goldwater was elected to the Phoenix City Council in 1949 and won election to the U.S. Senate in 1952.""",
Cuban Missile Crisis,"The Cuban Missile Crisis, also known as the October Crisis of 1962 (Spanish: Crisis de Octubre), the Caribbean Crisis (Russian: Карибский кризис, tr. Karibsky krizis, IPA: [kɐˈrʲipskʲɪj ˈkrʲizʲɪs]), or the Missile Scare, was a 1 month, 4 day (16 October – 20 November 1962) confrontation between the United States and the Soviet Union which escalated into an international crisis when American deployments of missiles in Italy and Turkey were matched by Soviet deployments of similar ballistic missiles in Cuba. Despite the short time frame, the Cuban Missile Crisis remains a defining moment in U.S. national security and nuclear war preparation. The confrontation is often considered the closest the Cold War came to escalating into a full-scale nuclear war.In response to the presence of American Jupiter ballistic missiles in Italy and Turkey, and the failed Bay of Pigs Invasion of 1961, Soviet First Secretary Nikita Khrushchev agreed to Cuba's request to place nuclear missiles on the island to deter a future invasion. An agreement was reached during a secret meeting between Khrushchev and Cuban Prime Minister Fidel Castro in July 1962, and construction of a number of missile launch facilities started later that summer.",
War Powers Act,Several acts passed by the United States Congress are known as the War Powers Act:,
Equal Rights Amendment,"The Equal Rights Amendment (ERA) is a proposed amendment to the United States Constitution designed to guarantee equal legal rights for all American citizens regardless of sex. It seeks to end the legal distinctions between men and women in matters of divorce, property, employment, and other matters. The first version of an ERA was written by Alice Paul and Crystal Eastman and introduced in Congress in December 1923.In the early history of the Equal Rights Amendment, middle-class women were largely supportive, while those speaking for the working class were often opposed, pointing out that employed women needed special protections regarding working conditions and employment hours. With the rise of the women's movement in the United States during the 1960s, the ERA garnered increasing support, and, after being reintroduced by Representative Martha Griffiths in 1971, it was approved by the U.S. House of Representatives on October 12, 1971, and by the U.S. Senate on March 22, 1972, thus submitting the ERA to the state legislatures for ratification, as provided for in Article V of the U.S. Constitution.",
OPEC,"""The Organization of the Petroleum Exporting Countries (OPEC,  OH-pek) is an intergovernmental organization of 13 countries. Founded on 14 September 1960 in Baghdad by the first five members (Iran, Iraq, Kuwait, Saudi Arabia, and Venezuela), it has since 1965 been headquartered in Vienna, Austria, although Austria is not an OPEC member state. As of September 2018, the 13 member countries accounted for an estimated 44 percent of global oil production and 81.5 percent of the world's """"proven"""" oil reserves, giving OPEC a major influence on global oil prices that were previously determined by the so-called """"Seven Sisters"""" grouping of multinational oil companies. A larger group called OPEC+ was formed in late 2016 to have more control on the global crude oil market. The demand for OPEC oil fell to a 30-year low in the second quarter of 2020.The stated mission of the organization is to """"coordinate and unify the petroleum policies of its member countries and ensure the stabilization of oil markets, in order to secure an efficient, economic and regular supply of petroleum to consumers, a steady income to producers, and a fair return on capital for those investing in the petroleum industry."""" The organization is also a significant provider of information about the international oil market. The current OPEC members are the following: Algeria, Angola, Equatorial Guinea, Gabon, Iran, Iraq, Kuwait, Libya, Nigeria, the Republic of the Congo, Saudi Arabia (the de facto leader), the United Arab Emirates and Venezuela. Former OPEC members are Ecuador, Indonesia and Qatar.The formation of OPEC marked a turning point toward national sovereignty over natural resources, and OPEC decisions have come to play a prominent role in the global oil market and international relations. The effect can be particularly strong when wars or civil disorders lead to extended interruptions in supply. In the 1970s, restrictions in oil production led to a dramatic rise in oil prices and in the revenue and wealth of OPEC, with long-lasting and far-reaching consequences for the global economy. In the 1980s, OPEC began setting production targets for its member nations; generally, when the targets are reduced, oil prices increase. This has occurred most recently from the organization's 2008 and 2016 decisions to trim oversupply.""",
Kent State,"Kent State University (KSU) is a public research university in Kent, Ohio. The university also includes seven regional campuses in Northeast Ohio and additional facilities in the region and internationally. Regional campuses are located in Ashtabula, Burton, East Liverpool, Jackson Township, New Philadelphia, Salem, and Warren, Ohio, with additional facilities in Cleveland, Independence, and Twinsburg, Ohio, New York City, and Florence, Italy.",
Force Act,"The Enforcement Acts were three bills passed by the United States Congress between 1870 and 1871. They were criminal codes that protected African-Americans’ right to vote, to hold office, to serve on juries, and receive equal protection of laws. Passed under the presidency of Ulysses S. Grant, the laws also allowed the federal government to intervene when states did not act to protect these rights. The acts passed following the ratification of the Fourteenth Amendment to the US Constitution, which gave full citizenship to anyone born in the United States or freed slaves, and the Fifteenth Amendment, which banned racial discrimination in voting.",
Independent Treasury,"The Independent Treasury was the system for managing the money supply of the United States federal government through the U.S. Treasury and its sub-treasuries, independently of the national banking and financial systems. It was created on August 6, 1846 by the 29th Congress, with the enactment of the Independent Treasury Act of 1846 (ch. 90, 9 Stat. 59). It was expanded with the creation of the national banking system in 1863. It functioned until the early 20th century, when the Federal Reserve System replaced it. During this time, the Treasury took over an ever-larger number of functions of a central bank and the U.S. Treasury Department came to be the major force in the U.S. money market.",
